Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2021-06-14,127.690185546875,127.74890028967123,124.35309909386275,125.08706324389333,96906500
2021-06-15,126.86814880371094,127.80762948252055,126.62349408795768,127.16173744912263,62746300
2021-06-16,127.36726379394531,128.09144726898842,125.71341013746347,127.58256118024079,91815000
2021-06-17,128.97218322753906,129.71594317700723,126.87793929818906,127.02474109836618,96721700
2021-06-18,127.67064666748047,128.6981847145641,127.45534928384315,127.91530142774639,108953300
2021-06-21,129.4712677001953,129.57891636339633,126.4473392510089,127.51403013838598,79663300
2021-06-22,131.11534118652344,131.2132090384515,128.8058002468752,129.3049053861556,74783600
2021-06-23,130.84136962890625,131.44812362014463,130.38141746101007,130.90988013297442,60214200
2021-06-24,130.5575714111328,131.76126866490313,130.087823514383,131.57532865567404,68711000
2021-06-25,130.2639923095703,131.0273140323703,129.9704035855989,130.60651497629408,70783700
2021-06-28,131.89828491210938,132.35823709699443,130.49886672631996,130.55758148480862,62111300
2021-06-29,133.41514587402344,133.57172851639115,131.47748420548677,131.9178598211711,64556100
2021-06-30,134.03167724609375,134.47205285044467,132.96497108839114,133.2585598021392,63261400
2021-07-01,134.33502197265625,134.39373671805686,132.85729786155665,133.67934909478365,52485800
2021-07-02,136.967529296875,137.00666748869628,134.80477461834224,134.95156150334915,78852600
2021-07-06,138.9834747314453,140.08930404867277,137.07517066561473,137.07517066561473,108181800
2021-07-07,141.47897338867188,141.79212374224406,139.60980728509813,140.4709819568287,104911600
2021-07-08,140.1774139404297,140.97987388720128,137.66235553006024,138.552902550019,105575500
2021-07-09,142.0074005126953,142.53584819056374,139.59999125619547,139.69785912702397,99890800
2021-07-12,141.41043090820312,143.19152447203606,140.9211214586938,143.08387579584243,76299700
2021-07-13,142.52610778808594,144.30720200089698,140.55908846004877,140.95053018927032,100827100
2021-07-14,145.9610595703125,146.37209280835887,144.52248803478568,144.93352127283205,127050800
2021-07-15,145.30535888671875,146.79286409061552,143.9450789434474,146.0491189549383,106820300
2021-07-16,143.26004028320312,146.5579816607247,142.76094994985965,145.28578885817765,93251400
2021-07-19,139.40426635742188,140.98963920959875,138.64094477148268,140.67647397816722,121434600
2021-07-20,143.025146484375,143.9548463868521,139.903364731854,140.39267418261483,96350000
2021-07-21,142.29119873046875,143.00560136245917,141.53767284075886,142.4184239807626,74993500
2021-07-22,143.66127014160156,145.03133074908345,142.6924319696775,142.81965721627964,77338200
2021-07-23,145.38363647460938,145.54021909866026,143.77870190944023,144.39523665880247,71447400
2021-07-26,145.80442810058594,146.62646435226154,144.54200141958395,145.0998213327101,72434100
2021-07-27,143.6319122314453,146.01974493776575,142.43799587828508,145.93165788061674,104818600
2021-07-28,141.88018798828125,143.8276453050716,139.49235507835914,141.7138245389889,118931200
2021-07-29,142.52610778808594,143.41665489449147,141.48877376635855,141.5964224817762,56699500
2021-07-30,142.74134826660156,143.2013003278204,141.0287652526068,141.29299652730543,70440600
2021-08-02,142.4086456298828,143.80806367715948,142.14441431029425,143.23068203244566,62880000
2021-08-03,144.20932006835938,144.87477392978525,142.07592253384598,142.6924573832884,64786600
2021-08-04,143.80804443359375,144.63008072615645,143.15237156220167,144.12120964935443,56368300
2021-08-05,143.9157257080078,144.6790474286487,143.04475528663332,143.83743438633402,46397700
2021-08-06,143.22962951660156,144.18031321751994,142.72979152170154,143.43545395856697,54126800
2021-08-09,143.1806182861328,143.77847075197207,142.62197759620048,143.28842823751074,48908700
2021-08-10,142.70040893554688,144.76838927434818,142.40638038902802,143.52367690186915,69023100
2021-08-11,142.95521545410156,143.79808925109194,142.63178557160285,143.14143401871405,48493500
2021-08-12,145.92486572265625,146.08168292330208,142.93560326308238,143.27863902013124,72282600
2021-08-13,146.13067626953125,146.46390157302739,145.31720394282482,146.00326043676097,59375000
2021-08-16,148.11045837402344,148.17907151070028,143.55306855336707,145.58183697281834,103296000
2021-08-17,147.1990203857422,148.65933797891813,146.12092052407525,147.23821721938666,92229700
2021-08-18,143.44528198242188,147.7184543955626,143.23945749374153,146.81677773378797,86326000
2021-08-19,143.77850341796875,145.05261723602476,141.6223188554431,142.1417628423952,86960300
2021-08-20,145.2388153076172,145.54263929990177,143.85689170892408,144.50375147276918,60549600
2021-08-23,146.72857666015625,147.19901341619334,144.9448142380219,145.3564482689187,60131800
2021-08-24,146.64028930664062,147.85559989475408,146.17964823440693,146.473676678053,48606400
2021-08-25,145.40545654296875,147.326430322186,144.85661116459667,146.82657724516397,58991300
2021-08-26,144.60174560546875,146.1502818209155,144.5723442495669,145.3956270795529,48597200
2021-08-27,145.64065551757812,145.7876623043235,143.90590065942186,144.54295000853472,55802400
2021-08-30,150.07064819335938,150.43328990399013,145.6504691143869,146.0327017624141,90956700
2021-08-31,148.8063507080078,149.7570346314379,148.27709627902888,149.6198232896498,86453100
2021-09-01,149.4727783203125,151.89358979635324,149.30616564221367,149.7864127413778,80313700
2021-09-02,150.590087890625,151.6387862531272,149.3649813670927,150.80570783515978,71115500
2021-09-03,151.2271270751953,151.55055693814364,150.04121757771816,150.69787277040314,57808700
2021-09-07,153.56956481933594,154.12820565202878,151.31536568577172,151.8838169424037,82278300
2021-09-08,152.02102661132812,153.9125840013745,150.91352547223326,153.85378127804458,74420200
2021-09-09,151.00173950195312,153.00110680340413,150.8841191042815,152.39345874260397,57305700
2021-09-10,146.00331115722656,152.38366119968404,145.7386839337395,151.91322443397442,140893200
2021-09-13,146.5717315673828,148.4044859422113,145.78766048638957,147.63022528348688,102404300
2021-09-14,145.17022705078125,148.06149059395435,143.98433223540385,147.35582799517005,109296300
2021-09-15,146.0620880126953,146.46392651146115,143.45505793692854,145.60144679799546,83281300
2021-09-16,145.82687377929688,146.00329689602742,144.28814775543293,145.48385292412618,68034100
2021-09-17,143.1512451171875,145.85628990076225,142.85721655963627,145.85628990076225,129868800
2021-09-20,140.09336853027344,141.95552426414204,138.4566281851567,140.93624232616293,123478900
2021-09-21,140.57362365722656,141.7203365880152,139.93657421115685,141.06366629417695,75834000
2021-09-22,142.9454345703125,143.5138708346114,140.83824238540038,141.5733062965506,76404300
2021-09-23,143.9058837890625,144.15090504152192,142.73958023456993,143.7294607107383,64838200
2021-09-24,143.99412536621094,144.53317525304487,142.66120880736443,142.75922331584852,53477900
2021-09-27,142.47496032714844,143.05322187803952,140.95584044871157,142.572974815072,74150700
2021-09-28,139.08389282226562,141.86733117108918,138.8682728841963,140.39720338693283,108972300
2021-09-29,139.98556518554688,141.57329835904048,139.20149406663066,139.63273392978022,74602000
2021-09-30,138.6820831298828,141.5047338477109,138.46646314699782,140.79907116825387,89056700
2021-10-01,139.80914306640625,140.07377024882607,136.3396481559879,139.07407919128337,94639600
2021-10-04,136.3690643310547,139.37793329849515,135.516394928842,138.93688296157117,98322000
2021-10-05,138.2998046875,139.40730560106334,136.58465581671635,136.71207166126047,80861100
2021-10-06,139.17208862304688,139.3190954107542,135.61437481140692,136.69247443763487,83221100
2021-10-07,140.43641662597656,141.34790373522623,139.87777577926832,140.2110011934392,61732700
2021-10-08,140.0541534423828,141.3086611617573,139.7209281008109,141.16165438015548,58773200
2021-10-11,139.96595764160156,141.9261279382809,138.9858724932619,139.43671824165966,64452200
2021-10-12,138.69186401367188,140.39721780215848,138.231222730947,140.377611908981,73035900
2021-10-13,138.10379028320312,138.5840223945528,136.42783823964862,138.42722014967543,78762700
2021-10-14,140.89703369140625,141.01465407700306,138.69184213659864,139.2798991998456,69907100
2021-10-15,141.95553588867188,142.014338607517,140.65202078625612,140.90685250780268,67940300
2021-10-18,143.63148498535156,143.91570310514462,140.3089968495944,140.59321496938745,85589200
2021-10-19,145.7974853515625,146.1993239178965,143.63150519092176,144.08233605883038,76378900
2021-10-20,146.28750610351562,146.76775321734434,145.1702096154499,145.73866080480443,58418800
2021-10-21,146.50311279296875,146.6599299941147,144.92517522435247,145.8464575874455,61421000
2021-10-22,145.72886657714844,147.18918391188018,145.6798593275794,146.7089517488773,58883400
2021-10-25,145.67987060546875,146.3953286488428,144.68017946553806,145.71906743521066,50720600
2021-10-26,146.34632873535156,147.83604746665293,146.042489762277,146.35612420354883,60893400
2021-10-27,145.88571166992188,146.7481766165039,145.53288034248328,146.38554981924494,56094900
2021-10-28,149.53158569335938,150.11962775999444,146.73833727338112,146.8363517619426,100077900
2021-10-29,146.81675720214844,146.95396852377547,143.4942691703326,144.2881357422398,124953200
2021-11-01,145.99351501464844,146.71876857616604,144.85661246075344,146.02291637768752,74588300
2021-11-02,147.03240966796875,148.5515449646106,145.68968255749544,145.69949298222642,69122000
2021-11-03,148.47312927246094,148.94356603476174,146.83638859629943,147.3950294474851,54511500
2021-11-04,147.9536590576172,149.39437045239575,147.6400246350039,148.56130705778995,60394600
2021-11-05,148.48367309570312,149.38666561598743,147.28622291132336,149.08239818789303,65463900
2021-11-08,147.65924072265625,148.76835837953726,147.38441749423765,148.6113122556573,55020900
2021-11-09,148.02236938476562,148.63090428124968,147.28623266415173,147.42364425293005,56787900
2021-11-10,145.1857452392578,147.35490069969867,145.1170469543333,147.24693341475844,65187100
2021-11-11,145.13671875,146.6678808138986,144.95022837459734,146.2065822230877,41000000
2021-11-12,147.21754455566406,147.619954608485,144.75393057491192,145.68636749026334,63804000
2021-11-15,147.22732543945312,149.0725793775171,146.66785441394896,147.59048138298093,59222800
2021-11-16,148.20883178710938,148.6897797454611,146.57951255847655,147.16842781455065,59256200
2021-11-17,150.65283203125,152.13491516803506,148.19904307692684,148.20885284111802,88807000
2021-11-18,154.95187377929688,155.7370893093728,150.22097604546676,150.86877998103495,137827700
2021-11-19,157.58233642578125,158.04364996719235,153.63663942388337,154.7359321301873,117305600
2021-11-22,158.0436248779297,162.63711008012285,158.02399037507982,158.6914137046002,117467900
2021-11-23,158.42640686035156,158.8091972734481,156.11983964250277,158.14175900279403,96041900
2021-11-24,158.9466552734375,159.14295541860696,156.68916616213605,157.77864919107878,69463600
2021-11-26,153.9114532470703,157.48416930217962,153.4697742384674,156.62044578974744,76959800
2021-11-29,157.27810668945312,158.21054376046072,155.85489671204084,156.42417770765707,88748200
2021-11-30,162.2445068359375,162.46044143301737,156.963948923827,157.03266219414206,174048100
